cve_id,description,source,is_cellular_related,detailed_description
CVE-2023-20609,"erabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20609MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A278 of 516 row(s) shown.Rows per pagePage 1 of 28Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a parti",https://www.chipsets.org/devices/248,True,"In ccu, there is a possible out of bounds read due to a logic error. This could lead to local information disclosure with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07570864; Issue ID: ALPS07570864."
CVE-2023-20610,"ed onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20607MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A236 of 417 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to v",https://www.chipsets.org/devices/249,True,"In display drm, there is a possible memory corruption due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07363469; Issue ID: ALPS07363469."
CVE-2023-20611,"by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20607MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A236 of 417 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases ",https://www.chipsets.org/devices/249,True,"In gpu, there is a possible use after free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07588678; Issue ID: ALPS07588678."
CVE-2023-20612,"2023Apr 2023CVE-2023-20602HIGHGPUN/AN/AFeb 2023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20607MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A236 of 417 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for",https://www.chipsets.org/devices/249,True,"In ril, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07629571; Issue ID: ALPS07629571."
CVE-2023-20613,"023Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20607MEDIUMVISIONN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/A236 of 417 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Polit",https://www.chipsets.org/devices/249,True,"In ril, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628614; Issue ID: ALPS07628614."
CVE-2023-20614,"23Feb 2023CVE-2023-20604MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20605MEDIUMTRUSTN/AN/AFeb 2023N/ACVE-2023-20608MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20610MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20611MEDIUMGPUN/AN/AFeb 2023N/ACVE-2023-20612MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20613MEDIUMCELLULAROSN/AFeb 2023N/ACVE-2023-20614MEDIUMCELLULAROSN/AFeb 2023N/A237 of 387 row(s) shown.Rows per pagePage 1 of 24Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where inaccuracies are inacceptable, for instance to assess risks if you are a Polit",https://www.chipsets.org/devices/235,True,"In ril, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628615; Issue ID: ALPS07628615."
CVE-2023-20621,nfo | Chipsets.orgChipsets.orgDevices Chipsets Vulnerabilities DeviceBlackview A53 ProOverviewRelease Date (est.)Mar 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage,https://www.chipsets.org/devices/230,True,"In tinysys, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07664755; Issue ID: ALPS07664755."
CVE-2023-20623,"ets Vulnerabilities DeviceBlackview A53 ProOverviewRelease Date (est.)Mar 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and autom",https://www.chipsets.org/devices/230,True,"In ion, there is a possible escalation of privilege due to improper locking. This could lead to local escalation of privilege with no additional execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07559778; Issue ID: ALPS07559778."
CVE-2023-20625,"se Date (est.)Mar 2023ChipsetMT6765VulnerabilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not",https://www.chipsets.org/devices/230,True,"In adsp, there is a possible double free due to a race condition. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628532; Issue ID: ALPS07628532."
CVE-2023-20626,"bilitiesHide legacy vulnerabilitiesIdSeverityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not",https://www.chipsets.org/devices/230,True,"In msdc, there is a possible out of bounds write due to an incorrect bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07405223; Issue ID: ALPS07405223."
CVE-2023-20628,"erityComponentAffectsReported onPublished by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vul",https://www.chipsets.org/devices/230,True,"In thermal, there is a possible memory corruption due to an uncaught exception. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07494460; Issue ID: ALPS07494460."
CVE-2023-20630,"by manufacturerPublished by AOSPCVE-2022-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify yo",https://www.chipsets.org/devices/230,True,"In usb, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628505; Issue ID: ALPS07628505."
CVE-2023-20632,"-32599HIGHTRUSTN/AN/AApr 2023Apr 2023CVE-2023-20621HIGHN/AN/AN/AMar 2023Mar 2023CVE-2023-20623HIGHMEMORY_MANAGEMENTOSN/AMar 2023Mar 2023CVE-2023-20625MEDIUMAUDION/AN/AMar 2023N/ACVE-2023-20626MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20628MEDIUMPOWERN/AN/AMar 2023N/ACVE-2023-20630MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20632MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20633MEDIUMN/AN/AN/AMar 2023N/ACVE-2023-20634MEDIUMGPUN/AN/AMar 2023N/A224 of 417 row(s) shown.Rows per pagePage 1 of 23Go to first pageGo to previous pageGo to next pageGo to last pageInformation reliabilityThe information on this website is intended to provide information on the big picture of chipset security and measure trends within the industry. Our information is obtained from several vantage points, checked for consistency, and automatically cross-referenced. However, this process may not always yield reliable information. Do not use the information on a particular vulnerability, chipset or device to verify your individual exposure in cases where in",https://www.chipsets.org/devices/230,True,"In usb, there is a possible out of bounds write due to a missing bounds check. This could lead to local escalation of privilege with System execution privileges needed. User interaction is not needed for exploitation. Patch ID: ALPS07628506; Issue ID: ALPS07628506."
